sample_id,gen_name,orig_text_clip,gen_text_clip,orig_gen_clip,orig_text_vclip,gen_text_vclip,orig_gen_vclip
707,707.mp4,0.3573196828365326,0.42154061794281006,0.8707456588745117,0.25504738092422485,0.17898985743522644,0.6765885353088379
729,729.mp4,0.32089507579803467,0.32760560512542725,0.8626981973648071,0.22994714975357056,0.1967378854751587,0.6734374165534973
735,735.mp4,0.3878576159477234,0.35074400901794434,0.8869391679763794,0.23730623722076416,0.21673265099525452,0.6405764222145081
756,756.mp4,0.3457038104534149,0.3556870222091675,0.9378236532211304,0.2615815997123718,0.2651825547218323,0.9114937782287598
759,759.mp4,0.3588290810585022,0.35547810792922974,0.8223769068717957,0.2792608439922333,0.2776060700416565,0.7240851521492004
761,761.mp4,0.32046520709991455,0.3325110673904419,0.9402354955673218,0.2746425271034241,0.26682230830192566,0.8692023158073425
780,780.mp4,0.3293594419956207,0.32455313205718994,0.8815947771072388,0.15402062237262726,0.17318932712078094,0.6627365350723267
792,792.mp4,0.37324059009552,0.37886083126068115,0.8871381878852844,0.1996443122625351,0.2382490634918213,0.7066879272460938
800,800.mp4,0.3893626928329468,0.3129799962043762,0.8233649730682373,0.32563841342926025,0.24267934262752533,0.5703129768371582
802,802.mp4,0.302314817905426,0.33032625913619995,0.8515738844871521,0.2327837347984314,0.2636564373970032,0.7263981103897095
829,829.mp4,0.33438900113105774,0.3344876766204834,0.7676087021827698,0.27291062474250793,0.22567999362945557,0.7394049167633057
844,844.mp4,0.38406500220298767,0.38437628746032715,0.9138838052749634,0.32536718249320984,0.29988789558410645,0.7110142111778259
848,848.mp4,0.3883286118507385,0.39984405040740967,0.9180446863174438,0.25844985246658325,0.22776395082473755,0.7516276836395264
849,849.mp4,0.3592546582221985,0.33684027194976807,0.9354568123817444,0.3044525980949402,0.29375967383384705,0.9491116404533386
850,850.mp4,0.35051149129867554,0.3921036124229431,0.9063289761543274,0.22525788843631744,0.2415173202753067,0.8070385456085205
852,852.mp4,0.38293153047561646,0.37961050868034363,0.8970799446105957,0.30488380789756775,0.3142007291316986,0.8508325219154358
853,853.mp4,0.38081294298171997,0.36093372106552124,0.8808170557022095,0.22880367934703827,0.21129323542118073,0.6843142509460449
857,857.mp4,0.3895036280155182,0.333889901638031,0.8215458989143372,0.16867497563362122,0.19367974996566772,0.6173356771469116
858,858.mp4,0.3858262896537781,0.41769665479660034,0.8608243465423584,0.2826874852180481,0.3342019021511078,0.8628191947937012
859,859.mp4,0.38751599192619324,0.39626437425613403,0.9182142615318298,0.2723562717437744,0.2852831184864044,0.8286333084106445
862,862.mp4,0.4404309391975403,0.3919212222099304,0.8138437271118164,0.3386037349700928,0.2674182057380676,0.5697540044784546
867,867.mp4,0.35709282755851746,0.3642822504043579,0.824988842010498,0.20247811079025269,0.27881044149398804,0.48749691247940063
873,873.mp4,0.4040777087211609,0.43522971868515015,0.8889799118041992,0.16903570294380188,0.21870726346969604,0.6530221700668335
879,879.mp4,0.3739442825317383,0.3722028434276581,0.8594755530357361,0.2620290517807007,0.31589338183403015,0.7173296809196472
